Key,Source,Context,Changes,English,French,German,Klingon,Spanish,Polish
exteriorHouseDoorSideLightSinglePlayerBlockVariantHelper,blocks,Block,KgNone,House Exterior Doors w/Light,,,,,
exteriorHouseDoorSideLightWhitePlayer,blocks,Block,KgNone,House Exterior Double Door w/Light (White),,,,,
exteriorHouseDoorSideLightBrownPlayer,blocks,Block,KgNone,House Exterior Double Door w/Light (Brown),,,,,
exteriorHouseDoorSideLightRedPlayer,blocks,Block,KgNone,House Exterior Double Door w/Light (Red),,,,,
exteriorHouseDoorSideLightOrangePlayer,blocks,Block,KgNone,House Exterior Double Door w/Light (Orange),,,,,
exteriorHouseDoorSideLightYellowPlayer,blocks,Block,KgNone,House Exterior Double Door w/Light (Yellow),,,,,
exteriorHouseDoorSideLightGreenPlayer,blocks,Block,KgNone,House Exterior Double Door w/Light (Green),,,,,
exteriorHouseDoorSideLightBluePlayer,blocks,Block,KgNone,House Exterior Double Door w/Light (Blue),,,,,
exteriorHouseDoorSideLightPurplePlayer,blocks,Block,KgNone,House Exterior Double Door w/Light (Purple),,,,,
exteriorHouseDoorSideLightGreyPlayer,blocks,Block,KgNone,House Exterior Double Door w/Light (Grey),,,,,
exteriorHouseDoorSideLightPinkPlayer,blocks,Block,KgNone,House Exterior Double Door w/Light (Pink),,,,,
exteriorHouseDoorSideLightOakPlayer,blocks,Block,KgNone,House Exterior Double Door w/Light (Oak),,,,,
exteriorHouseDoorSideLightPlayerBlockVariantHelper,blocks,Block,KgNone,House Exterior Double Doors w/Light,,,,,
exteriorHouseDoorOldWhitePlayer,blocks,Block,KgNone,House Exterior Old Door (White),,,,,
exteriorHouseDoorOldBrownPlayer,blocks,Block,KgNone,House Exterior Old Door (Brown),,,,,
exteriorHouseDoorOldRedPlayer,blocks,Block,KgNone,House Exterior Old Door (Red),,,,,
exteriorHouseDoorOldOrangePlayer,blocks,Block,KgNone,House Exterior Old Door (Orange),,,,,
exteriorHouseDoorOldYellowPlayer,blocks,Block,KgNone,House Exterior Old Door (Yellow),,,,,
exteriorHouseDoorOldGreenPlayer,blocks,Block,KgNone,House Exterior Old Door (Green),,,,,
exteriorHouseDoorOldBluePlayer,blocks,Block,KgNone,House Exterior Old Door (Blue),,,,,
exteriorHouseDoorOldPurplePlayer,blocks,Block,KgNone,House Exterior Old Door (Purple),,,,,
exteriorHouseDoorOldGreyPlayer,blocks,Block,KgNone,House Exterior Old Door (Grey),,,,,
exteriorHouseDoorOldPinkPlayer,blocks,Block,KgNone,House Exterior Old Door (Pink),,,,,
exteriorHouseDoorOldOakPlayer,blocks,Block,KgNone,House Exterior Old Door (Oak),,,,,
exteriorHouseDoorOldPlayerBlockVariantHelper,blocks,Block,KgNone,House Exterior Old Doors,,,,,
exteriorHouseDoorDoubleOldWhitePlayer,blocks,Block,KgNone,House Exterior Old Double Door (White),,,,,
exteriorHouseDoorDoubleOldBrownPlayer,blocks,Block,KgNone,House Exterior Old Double Door (Brown),,,,,
exteriorHouseDoorDoubleOldRedPlayer,blocks,Block,KgNone,House Exterior Old Double Door (Red),,,,,
exteriorHouseDoorDoubleOldOrangePlayer,blocks,Block,KgNone,House Exterior Old Double Door (Orange),,,,,
exteriorHouseDoorDoubleOldYellowPlayer,blocks,Block,KgNone,House Exterior Old Double Door (Yellow),,,,,
exteriorHouseDoorDoubleOldGreenPlayer,blocks,Block,KgNone,House Exterior Old Double Door (Green),,,,,
exteriorHouseDoorDoubleOldBluePlayer,blocks,Block,KgNone,House Exterior Old Double Door (Blue),,,,,
exteriorHouseDoorDoubleOldPurplePlayer,blocks,Block,KgNone,House Exterior Old Double Door (Purple),,,,,
exteriorHouseDoorDoubleOldGreyPlayer,blocks,Block,KgNone,House Exterior Old Double Door (Grey),,,,,
exteriorHouseDoorDoubleOldPinkPlayer,blocks,Block,KgNone,House Exterior Old Double Door (Pink),,,,,
exteriorHouseDoorDoubleOldOakPlayer,blocks,Block,KgNone,House Exterior Old Double Door (Oak),,,,,
exteriorHouseDoorOldDoublePlayerBlockVariantHelper,blocks,Block,KgNone,House Exterior Old Double Doors,,,,,
exteriorScreenDoorPlayer,blocks,Block,KgNone,Screen Door,,,,,
exteriorScreenDoornNoFramePlayer,blocks,Block,KgNone,Screen Door (No-Frame),,,,,
houseSlidingDoorWhitePlayer,blocks,Block,KgNone,House Sliding Door (White),,,,,
houseSlidingDoorBlackPlayer,blocks,Block,KgNone,House Sliding Door (Black),,,,,
houseSlidingDoorWhitePlayerBlockVariantHelper,blocks,Block,KgNone,House Sliding Doors,,,,,
frenchDoorWhitePlayer,blocks,Block,KgNone,French Door (White),,,,,
frenchDoorBrownPlayer,blocks,Block,KgNone,French Door (Brown),,,,,
frenchDoorRedPlayer,blocks,Block,KgNone,French Door (Red),,,,,
frenchDoorOrangePlayer,blocks,Block,KgNone,French Door (Orange),,,,,
frenchDoorYellowPlayer,blocks,Block,KgNone,French Door (Yellow),,,,,
frenchDoorGreenPlayer,blocks,Block,KgNone,French Door (Green),,,,,
frenchDoorBluePlayer,blocks,Block,KgNone,French Door (Blue),,,,,
frenchDoorPurplePlayer,blocks,Block,KgNone,French Door (Purple),,,,,
frenchDoorGreyPlayer,blocks,Block,KgNone,French Door (Grey),,,,,
frenchDoorPinkPlayer,blocks,Block,KgNone,French Door (Pink),,,,,
frenchDoorOakPlayer,blocks,Block,KgNone,French Door (Oak),,,,,
frenchDoorPlayerBlockVariantHelper,blocks,Block,KgNone,French Doors,,,,,
frenchDoorDoubleWhitePlayer,blocks,Block,KgNone,French Double Door (White),,,,,
frenchDoorDoubleBrownPlayer,blocks,Block,KgNone,French Double Door (Brown),,,,,
frenchDoorDoubleRedPlayer,blocks,Block,KgNone,French Double Door (Red),,,,,
frenchDoorDoubleOrangePlayer,blocks,Block,KgNone,French Double Door (Orange),,,,,
frenchDoorDoubleYellowPlayer,blocks,Block,KgNone,French Double Door (Yellow),,,,,
frenchDoorDoubleGreenPlayer,blocks,Block,KgNone,French Double Door (Green),,,,,
frenchDoorDoubleBluePlayer,blocks,Block,KgNone,French Double Door (Blue),,,,,
frenchDoorDoublePurplePlayer,blocks,Block,KgNone,French Double Door (Purple),,,,,
frenchDoorDoubleGreyPlayer,blocks,Block,KgNone,French Double Door (Grey),,,,,
frenchDoorDoublePinkPlayer,blocks,Block,KgNone,French Double Door (Pink),,,,,
frenchDoorDoubleOakPlayer,blocks,Block,KgNone,French Double Door (Oak),,,,,
frenchDoorDoublePlayerBlockVariantHelper,blocks,Block,KgNone,French Double Doors,,,,,
interiorHouseDoorWhitePlayer,blocks,Block,KgNone,House Interior Door (White),,,,,
interiorHouseDoorBrownPlayer,blocks,Block,KgNone,House Interior Door (Brown),,,,,
interiorHouseDoorRedPlayer,blocks,Block,KgNone,House Interior Door (Red),,,,,
interiorHouseDoorOrangePlayer,blocks,Block,KgNone,House Interior Door (Orange),,,,,
interiorHouseDoorYellowPlayer,blocks,Block,KgNone,House Interior Door (Yellow),,,,,
interiorHouseDoorGreenPlayer,blocks,Block,KgNone,House Interior Door (Green),,,,,
interiorHouseDoorBluePlayer,blocks,Block,KgNone,House Interior Door (Blue),,,,,
interiorHouseDoorPurplePlayer,blocks,Block,KgNone,House Interior Door (Purple),,,,,
interiorHouseDoorGreyPlayer,blocks,Block,KgNone,House Interior Door (Grey),,,,,
interiorHouseDoorPinkPlayer,blocks,Block,KgNone,House Interior Door (Pink),,,,,
interiorHouseDoorOakPlayer,blocks,Block,KgNone,House Interior Door (Oak),,,,,
interiorHouseDoorPlayerBlockVariantHelper,blocks,Block,KgNone,House Interior Doors,,,,,
interiorHouseDoorDoubleWhitePlayer,blocks,Block,KgNone,House Interior Double Door (White),,,,,
interiorHouseDoorDoubleBrownPlayer,blocks,Block,KgNone,House Interior Double Door (Brown),,,,,
interiorHouseDoorDoubleRedPlayer,blocks,Block,KgNone,House Interior Double Door (Red),,,,,
interiorHouseDoorDoubleOrangePlayer,blocks,Block,KgNone,House Interior Double Door (Orange),,,,,
interiorHouseDoorDoubleYellowPlayer,blocks,Block,KgNone,House Interior Double Door (Yellow),,,,,
interiorHouseDoorDoubleGreenPlayer,blocks,Block,KgNone,House Interior Double Door (Green),,,,,
interiorHouseDoorDoubleBluePlayer,blocks,Block,KgNone,House Interior Double Door (Blue),,,,,
interiorHouseDoorDoublePurplePlayer,blocks,Block,KgNone,House Interior Double Door (Purple),,,,,
interiorHouseDoorDoubleGreyPlayer,blocks,Block,KgNone,House Interior Double Door (Grey),,,,,
interiorHouseDoorDoublePinkPlayer,blocks,Block,KgNone,House Interior Double Door (Pink),,,,,
interiorHouseDoorDoubleOakPlayer,blocks,Block,KgNone,House Interior Double Door (Oak),,,,,
interiorHouseDoorDoublePlayerBlockVariantHelper,blocks,Block,KgNone,House Interior Double Doors,,,,,
interiorDoorOldWhitePlayer,blocks,Block,KgNone,House Interior Old Door (White),,,,,
interiorDoorOldBrownPlayer,blocks,Block,KgNone,House Interior Old Door (Brown),,,,,
interiorDoorOldRedPlayer,blocks,Block,KgNone,House Interior Old Door (Red),,,,,
interiorDoorOldOrangePlayer,blocks,Block,KgNone,House Interior Old Door (Orange),,,,,
interiorDoorOldYellowPlayer,blocks,Block,KgNone,House Interior Old Door (Yellow),,,,,
interiorDoorOldGreenPlayer,blocks,Block,KgNone,House Interior Old Door (Green),,,,,
interiorDoorOldBluePlayer,blocks,Block,KgNone,House Interior Old Door (Blue),,,,,
interiorDoorOldPurplePlayer,blocks,Block,KgNone,House Interior Old Door (Purple),,,,,
interiorDoorOldGreyPlayer,blocks,Block,KgNone,House Interior Old Door (Grey),,,,,
interiorDoorOldPinkPlayer,blocks,Block,KgNone,House Interior Old Door (Pink),,,,,
interiorDoorOldOakPlayer,blocks,Block,KgNone,House Interior Old Door (Oak),,,,,
interiorDoorOldPlayerBlockVariantHelper,blocks,Block,KgNone,House Interior Old Doors,,,,,
interiorDoorOldDoubleWhitePlayer,blocks,Block,KgNone,House Interior Old Double Door (White),,,,,
interiorDoorOldDoubleBrownPlayer,blocks,Block,KgNone,House Interior Old Double Door (Brown),,,,,
interiorDoorOldDoubleRedPlayer,blocks,Block,KgNone,House Interior Old Double Door (Red),,,,,
interiorDoorOldDoubleOrangePlayer,blocks,Block,KgNone,House Interior Old Double Door (Orange),,,,,
interiorDoorOldDoubleYellowPlayer,blocks,Block,KgNone,House Interior Old Double Door (Yellow),,,,,
interiorDoorOldDoubleGreenPlayer,blocks,Block,KgNone,House Interior Old Double Door (Green),,,,,
interiorDoorOldDoubleBluePlayer,blocks,Block,KgNone,House Interior Old Double Door (Blue),,,,,
interiorDoorOldDoublePurplePlayer,blocks,Block,KgNone,House Interior Old Double Door (Purple),,,,,
interiorDoorOldDoubleGreyPlayer,blocks,Block,KgNone,House Interior Old Double Door (Grey),,,,,
interiorDoorOldDoublePinkPlayer,blocks,Block,KgNone,House Interior Old Double Door (Pink),,,,,
interiorDoorOldDoubleOakPlayer,blocks,Block,KgNone,House Interior Old Double Door (Oak),,,,,
interiorDoorOldDoublePlayerBlockVariantHelper,blocks,Block,KgNone,House Interior Old Double Doors,,,,,
tallCabinetDoorWhitePlayer,blocks,Block,KgNone,Tall Cabinet Door (White),,,,,
tallCabinetDoorBrownPlayer,blocks,Block,KgNone,Tall Cabinet Door (Brown),,,,,
tallCabinetDoorRedPlayer,blocks,Block,KgNone,Tall Cabinet Door (Red),,,,,
tallCabinetDoorOrangePlayer,blocks,Block,KgNone,Tall Cabinet Door (Orange),,,,,
tallCabinetDoorYellowPlayer,blocks,Block,KgNone,Tall Cabinet Door (Yellow),,,,,
tallCabinetDoorGreenPlayer,blocks,Block,KgNone,Tall Cabinet Door (Green),,,,,
tallCabinetDoorBluePlayer,blocks,Block,KgNone,Tall Cabinet Door (Blue),,,,,
tallCabinetDoorPurplePlayer,blocks,Block,KgNone,Tall Cabinet Door (Purple),,,,,
tallCabinetDoorGreyPlayer,blocks,Block,KgNone,Tall Cabinet Door (Grey),,,,,
tallCabinetDoorBlackPlayer,blocks,Block,KgNone,Tall Cabinet Door (Black),,,,,
tallCabinetDoorPinkPlayer,blocks,Block,KgNone,Tall Cabinet Door (Pink),,,,,
tallCabinetDoorPlayerBlockVariantHelper,blocks,Block,KgNone,Tall Cabinet Doors,,,,,
closetDoorWhitePlayer,blocks,Block,KgNone,Closet Door (White),,,,,
closetDoorBrownPlayer,blocks,Block,KgNone,Closet Door (Brown),,,,,
closetDoorRedPlayer,blocks,Block,KgNone,Closet Door (Red),,,,,
closetDoorOrangePlayer,blocks,Block,KgNone,Closet Door (Orange),,,,,
closetDoorYellowPlayer,blocks,Block,KgNone,Closet Door (Yellow),,,,,
closetDoorGreenPlayer,blocks,Block,KgNone,Closet Door (Green),,,,,
closetDoorBluePlayer,blocks,Block,KgNone,Closet Door (Blue),,,,,
closetDoorPurplePlayer,blocks,Block,KgNone,Closet Door (Purple),,,,,
closetDoorGreyPlayer,blocks,Block,KgNone,Closet Door (Grey),,,,,
closetDoorPinkPlayer,blocks,Block,KgNone,Closet Door (Pink),,,,,
closetDoorPlayerBlockVariantHelper,blocks,Block,KgNone,Closet Doors,,,,,
closetDoorDoubleWhitePlayer,blocks,Block,KgNone,Closet Double Door (White),,,,,
closetDoorDoubleBrownPlayer,blocks,Block,KgNone,Closet Double Door (Brown),,,,,
closetDoorDoubleRedPlayer,blocks,Block,KgNone,Closet Double Door (Red),,,,,
closetDoorDoubleOrangePlayer,blocks,Block,KgNone,Closet Double Door (Orange),,,,,
closetDoorDoubleYellowPlayer,blocks,Block,KgNone,Closet Double Door (Yellow),,,,,
closetDoorDoubleGreenPlayer,blocks,Block,KgNone,Closet Double Door (Green),,,,,
closetDoorDoubleBluePlayer,blocks,Block,KgNone,Closet Double Door (Blue),,,,,
closetDoorDoublePurplePlayer,blocks,Block,KgNone,Closet Double Door (Purple),,,,,
closetDoorDoubleGreyPlayer,blocks,Block,KgNone,Closet Double Door (Grey),,,,,
closetDoorDoublePinkPlayer,blocks,Block,KgNone,Closet Double Door (Pink),,,,,
closetDoorDoublePlayerBlockVariantHelper,blocks,Block,KgNone,Closet Double Doors,,,,,
pantryDoorWhitePlayer,blocks,Block,KgNone,Pantry Door (White),,,,,
pantryDoorBrownPlayer,blocks,Block,KgNone,Pantry Door (Brown),,,,,
pantryDoorRedPlayer,blocks,Block,KgNone,Pantry Door (Red),,,,,
pantryDoorOrangePlayer,blocks,Block,KgNone,Pantry Door (Orange),,,,,
pantryDoorYellowPlayer,blocks,Block,KgNone,Pantry Door (Yellow),,,,,
pantryDoorGreenPlayer,blocks,Block,KgNone,Pantry Door (Green),,,,,
pantryDoorBluePlayer,blocks,Block,KgNone,Pantry Door (Blue),,,,,
pantryDoorPurplePlayer,blocks,Block,KgNone,Pantry Door (Purple),,,,,
pantryDoorGreyPlayer,blocks,Block,KgNone,Pantry Door (Grey),,,,,
pantryDoorPinkPlayer,blocks,Block,KgNone,Pantry Door (Pink),,,,,
pantryDoorPlayerBlockVariantHelper,blocks,Block,KgNone,Pantry Doors,,,,,
commercialGlassDoorPlayer,blocks,Block,KgNone,Commercial Glass Door,,,,,
commercialBulletproofGlassDoorPlayer,blocks,Block,KgNone,Commercial Bulletproof Glass Door,,,,,
commercialGlassDoorDoublePlayer,blocks,Block,KgNone,Commerical Glass Double Door,,,,,
commercialBulletproofGlassDoorDoublePlayer,blocks,Block,KgNone,Commercial Bulletproof Glass Double Door,,,,,
commercialSlidingDoorPlayer,blocks,Block,KgNone,Commercial Glass Sliding Door,,,,,
commercialBulletproofSlidingDoorPlayer,blocks,Block,KgNone,Commercial Bulletproof Glass Sliding Door,,,,,
commercialDoorV1WhitePlayer,blocks,Block,KgNone,Commercial Door (White),,,,,
commercialDoorV1BrownPlayer,blocks,Block,KgNone,Commercial Door (Brown),,,,,
commercialDoorV1RedPlayer,blocks,Block,KgNone,Commercial Door (Red),,,,,
commercialDoorV1OrangePlayer,blocks,Block,KgNone,Commercial Door (Orange),,,,,
commercialDoorV1YellowPlayer,blocks,Block,KgNone,Commercial Door (Yellow),,,,,
commercialDoorV1GreenPlayer,blocks,Block,KgNone,Commercial Door (Green),,,,,
commercialDoorV1BluePlayer,blocks,Block,KgNone,Commercial Door (Blue),,,,,
commercialDoorV1PurplePlayer,blocks,Block,KgNone,Commercial Door (Purple),,,,,
commercialDoorV1GreyPlayer,blocks,Block,KgNone,Commercial Door (Grey),,,,,
commercialDoorV1PinkPlayer,blocks,Block,KgNone,Commercial Door (Pink),,,,,
commercialDoorV1OakPlayer,blocks,Block,KgNone,Commercial Door (Oak),,,,,
commercialDoorPlayerBlockVariantHelper,blocks,Block,KgNone,Commercial Doors,,,,,
commercialDoorDoubleV1WhitePlayer,blocks,Block,KgNone,Commercial Double Door (White),,,,,
commercialDoorDoubleV1BrownPlayer,blocks,Block,KgNone,Commercial Double Door (Brown),,,,,
commercialDoorDoubleV1RedPlayer,blocks,Block,KgNone,Commercial Double Door (Red),,,,,
commercialDoorDoubleV1OrangePlayer,blocks,Block,KgNone,Commercial Double Door (Orange),,,,,
commercialDoorDoubleV1YellowPlayer,blocks,Block,KgNone,Commercial Double Door (Yellow),,,,,
commercialDoorDoubleV1GreenPlayer,blocks,Block,KgNone,Commercial Double Door (Green),,,,,
commercialDoorDoubleV1BluePlayer,blocks,Block,KgNone,Commercial Double Door (Blue),,,,,
commercialDoorDoubleV1PurplePlayer,blocks,Block,KgNone,Commercial Double Door (Purple),,,,,
commercialDoorDoubleV1GreyPlayer,blocks,Block,KgNone,Commercial Double Door (Grey),,,,,
commercialDoorDoubleV1PinkPlayer,blocks,Block,KgNone,Commercial Double Door (Pink),,,,,
commercialDoorDoubleV1OakPlayer,blocks,Block,KgNone,Commercial Double Door (Oak),,,,,
commercialDoorDoubleV1PlayerBlockVariantHelper,blocks,Block,KgNone,Commercial Double Doors,,,,,
commercialDoorV2WhitePlayer,blocks,Block,KgNone,Commercial Door V2 (White),,,,,
commercialDoorV2BrownPlayer,blocks,Block,KgNone,Commercial Door V2 (Brown),,,,,
commercialDoorV2RedPlayer,blocks,Block,KgNone,Commercial Door V2 (Red),,,,,
commercialDoorV2OrangePlayer,blocks,Block,KgNone,Commercial Door V2 (Orange),,,,,
commercialDoorV2YellowPlayer,blocks,Block,KgNone,Commercial Door V2 (Yellow),,,,,
commercialDoorV2GreenPlayer,blocks,Block,KgNone,Commercial Door V2 (Green),,,,,
commercialDoorV2BluePlayer,blocks,Block,KgNone,Commercial Door V2 (Blue),,,,,
commercialDoorV2PurplePlayer,blocks,Block,KgNone,Commercial Door V2 (Purple),,,,,
commercialDoorV2GreyPlayer,blocks,Block,KgNone,Commercial Door V2 (Grey),,,,,
commercialDoorV2PinkPlayer,blocks,Block,KgNone,Commercial Door V2 (Pink),,,,,
commercialDoorV2OakPlayer,blocks,Block,KgNone,Commercial Door V2 (Oak),,,,,
commercialDoorV2PlayerBlockVariantHelper,blocks,Block,KgNone,Commercial Doors V2,,,,,
commercialDoorDoubleV2WhitePlayer,blocks,Block,KgNone,Commercial Double Door V2 (White),,,,,
commercialDoorDoubleV2BrownPlayer,blocks,Block,KgNone,Commercial Double Door V2 (Brown),,,,,
commercialDoorDoubleV2RedPlayer,blocks,Block,KgNone,Commercial Double Door V2 (Red),,,,,
commercialDoorDoubleV2OrangePlayer,blocks,Block,KgNone,Commercial Double Door V2 (Orange),,,,,
commercialDoorDoubleV2YellowPlayer,blocks,Block,KgNone,Commercial Double Door V2 (Yellow),,,,,
commercialDoorDoubleV2GreenPlayer,blocks,Block,KgNone,Commercial Double Door V2 (Green),,,,,
commercialDoorDoubleV2BluePlayer,blocks,Block,KgNone,Commercial Double Door V2 (Blue),,,,,
commercialDoorDoubleV2PurplePlayer,blocks,Block,KgNone,Commercial Double Door V2 (Purple),,,,,
commercialDoorDoubleV2GreyPlayer,blocks,Block,KgNone,Commercial Double Door V2 (Grey),,,,,
commercialDoorDoubleV2PinkPlayer,blocks,Block,KgNone,Commercial Double Door V2 (Pink),,,,,
commercialDoorDoubleV2OakPlayer,blocks,Block,KgNone,Commercial Double Door V2 (Oak),,,,,
commercialDoorDoubleV2PlayerBlockVariantHelper,blocks,Block,KgNone,Commercial Double Doors V2,,,,,
commercialDoorV3WhitePlayer,blocks,Block,KgNone,Commercial Door V3 (White),,,,,
commercialDoorV3BrownPlayer,blocks,Block,KgNone,Commercial Door V3 (Brown),,,,,
commercialDoorV3RedPlayer,blocks,Block,KgNone,Commercial Door V3 (Red),,,,,
commercialDoorV3OrangePlayer,blocks,Block,KgNone,Commercial Door V3 (Orange),,,,,
commercialDoorV3YellowPlayer,blocks,Block,KgNone,Commercial Door V3 (Yellow),,,,,
commercialDoorV3GreenPlayer,blocks,Block,KgNone,Commercial Door V3 (Green),,,,,
commercialDoorV3BluePlayer,blocks,Block,KgNone,Commercial Door V3 (Blue),,,,,
commercialDoorV3PurplePlayer,blocks,Block,KgNone,Commercial Door V3 (Purple),,,,,
commercialDoorV3GreyPlayer,blocks,Block,KgNone,Commercial Door V3 (Grey),,,,,
commercialDoorV3PinkPlayer,blocks,Block,KgNone,Commercial Door V3 (Pink),,,,,
commercialDoorV3OakPlayer,blocks,Block,KgNone,Commercial Door V3 (Oak),,,,,
commercialDoorV3PlayerBlockVariantHelper,blocks,Block,KgNone,Commercial Doors V3,,,,,
commercialDoorDoubleV3WhitePlayer,blocks,Block,KgNone,Commercial Double Door V3 (White),,,,,
commercialDoorDoubleV3BrownPlayer,blocks,Block,KgNone,Commercial Double Door V3 (Brown),,,,,
commercialDoorDoubleV3RedPlayer,blocks,Block,KgNone,Commercial Double Door V3 (Red),,,,,
commercialDoorDoubleV3OrangePlayer,blocks,Block,KgNone,Commercial Double Door V3 (Orange),,,,,
commercialDoorDoubleV3YellowPlayer,blocks,Block,KgNone,Commercial Double Door V3 (Yellow),,,,,
commercialDoorDoubleV3GreenPlayer,blocks,Block,KgNone,Commercial Double Door V3 (Green),,,,,
commercialDoorDoubleV3BluePlayer,blocks,Block,KgNone,Commercial Double Door V3 (Blue),,,,,
commercialDoorDoubleV3PurplePlayer,blocks,Block,KgNone,Commercial Double Door V3 (Purple),,,,,
commercialDoorDoubleV3GreyPlayer,blocks,Block,KgNone,Commercial Double Door V3 (Grey),,,,,
commercialDoorDoubleV3PinkPlayer,blocks,Block,KgNone,Commercial Double Door V3 (Pink),,,,,
commercialDoorDoubleV3OakPlayer,blocks,Block,KgNone,Commercial Double Door V3 (Oak),,,,,
commercialDoorDoubleV3PlayerBlockVariantHelper,blocks,Block,KgNone,Commercial Double Doors V3,,,,,
commercialDoorV4WhitePlayer,blocks,Block,KgNone,Commercial Door V4 (White),,,,,
commercialDoorV4BrownPlayer,blocks,Block,KgNone,Commercial Door V4 (Brown),,,,,
commercialDoorV4RedPlayer,blocks,Block,KgNone,Commercial Door V4 (Red),,,,,
commercialDoorV4OrangePlayer,blocks,Block,KgNone,Commercial Door V4 (Orange),,,,,
commercialDoorV4YellowPlayer,blocks,Block,KgNone,Commercial Door V4 (Yellow),,,,,
commercialDoorV4GreenPlayer,blocks,Block,KgNone,Commercial Door V4 (Green),,,,,
commercialDoorV4BluePlayer,blocks,Block,KgNone,Commercial Door V4 (Blue),,,,,
commercialDoorV4PurplePlayer,blocks,Block,KgNone,Commercial Door V4 (Purple),,,,,
commercialDoorV4GreyPlayer,blocks,Block,KgNone,Commercial Door V4 (Grey),,,,,
commercialDoorV4PinkPlayer,blocks,Block,KgNone,Commercial Door V4 (Pink),,,,,
commercialDoorV4OakPlayer,blocks,Block,KgNone,Commercial Door V4 (Oak),,,,,
commercialDoorV4PlayerBlockVariantHelper,blocks,Block,KgNone,Commercial Doors V4,,,,,
commercialDoorDoubleV4WhitePlayer,blocks,Block,KgNone,Commercial Double Door V4 (White),,,,,
commercialDoorDoubleV4BrownPlayer,blocks,Block,KgNone,Commercial Double Door V4 (Brown),,,,,
commercialDoorDoubleV4RedPlayer,blocks,Block,KgNone,Commercial Double Door V4 (Red),,,,,
commercialDoorDoubleV4OrangePlayer,blocks,Block,KgNone,Commercial Double Door V4 (Orange),,,,,
commercialDoorDoubleV4YellowPlayer,blocks,Block,KgNone,Commercial Double Door V4 (Yellow),,,,,
commercialDoorDoubleV4GreenPlayer,blocks,Block,KgNone,Commercial Double Door V4 (Green),,,,,
commercialDoorDoubleV4BluePlayer,blocks,Block,KgNone,Commercial Double Door V4 (Blue),,,,,
commercialDoorDoubleV4PurplePlayer,blocks,Block,KgNone,Commercial Double Door V4 (Purple),,,,,
commercialDoorDoubleV4GreyPlayer,blocks,Block,KgNone,Commercial Double Door V4 (Grey),,,,,
commercialDoorDoubleV4PinkPlayer,blocks,Block,KgNone,Commercial Double Door V4 (Pink),,,,,
commercialDoorDoubleV4OakPlayer,blocks,Block,KgNone,Commercial Double Door V4 (Oak),,,,,
commercialDoorDoubleV4PlayerBlockVariantHelper,blocks,Block,KgNone,Commercial Double Doors V4,,,,,
elevatorDoorPlayer,blocks,Block,KgNone,Elevator Door,,,,,
elevatorDoorDoublePlayer,blocks,Block,KgNone,Elevator Double Door,,,,,
elevatorDoorTenthBlockPlayer,blocks,Block,KgNone,Elevator Tenth Door,,,,,
elevatorDoorPlayerBlockVariantHelper,blocks,Block,KgNone,Elevator Doors,,,,,
woodenFenceDoorWhitePlayer,blocks,Block,KgNone,Wooden Fence Door (White),,,,,
woodenFenceDoorBrownPlayer,blocks,Block,KgNone,Wooden Fence Door (Brown),,,,,
woodenFenceDoorRedPlayer,blocks,Block,KgNone,Wooden Fence Door (Red),,,,,
woodenFenceDoorOrangePlayer,blocks,Block,KgNone,Wooden Fence Door (Orange),,,,,
woodenFenceDoorYellowPlayer,blocks,Block,KgNone,Wooden Fence Door (Yellow),,,,,
woodenFenceDoorGreenPlayer,blocks,Block,KgNone,Wooden Fence Door (Green),,,,,
woodenFenceDoorBluePlayer,blocks,Block,KgNone,Wooden Fence Door (Blue),,,,,
woodenFenceDoorPurplePlayer,blocks,Block,KgNone,Wooden Fence Door (Purple),,,,,
woodenFenceDoorGreyPlayer,blocks,Block,KgNone,Wooden Fence Door (Grey),,,,,
woodenFenceDoorPinkPlayer,blocks,Block,KgNone,Wooden Fence Door (Pink),,,,,
woodenFenceDoorPlayerBlockVariantHelper,blocks,Block,KgNone,Wooden Fence Doors,,,,,
ironGarageDoorWhitePlayer,blocks,Block,KgNone,Iron Garage Door (White),,,,,
ironGarageDoorBrownPlayer,blocks,Block,KgNone,Iron Garage Door (Brown),,,,,
ironGarageDoorRedPlayer,blocks,Block,KgNone,Iron Garage Door (Red),,,,,
ironGarageDoorOrangePlayer,blocks,Block,KgNone,Iron Garage Door (Orange),,,,,
ironGarageDoorYellowPlayer,blocks,Block,KgNone,Iron Garage Door (Yellow),,,,,
ironGarageDoorGreenPlayer,blocks,Block,KgNone,Iron Garage Door (Green),,,,,
ironGarageDoorBluePlayer,blocks,Block,KgNone,Iron Garage Door (Blue),,,,,
ironGarageDoorPurplePlayer,blocks,Block,KgNone,Iron Garage Door (Purple),,,,,
ironGarageDoorGreyPlayer,blocks,Block,KgNone,Iron Garage Door (Grey),,,,,
ironGarageDoorBlackPlayer,blocks,Block,KgNone,Iron Garage Door (Black),,,,,
ironGarageDoorPinkPlayer,blocks,Block,KgNone,Iron Garage Door (Pink),,,,,
ironGarageDoorArmyGreenPlayer,blocks,Block,KgNone,Iron Garage Door (Army Green),,,,,
ironGarageDoorPlayerBlockVariantHelper,blocks,Block,KgNone,Iron Garage Doors,,,,,
woodenGarageDoor3x3WhitePlayer,blocks,Block,KgNone,Wooden Garage Door 3X3 (White),,,,,
woodenGarageDoor3x3BrownPlayer,blocks,Block,KgNone,Wooden Garage Door 3X3 (Brown),,,,,
